user_id,name,email,city,birthdate
f09b31c0-ef62-4e47-8aef-d6e11df61f9e,Loubna Rachidi,rachidi.loubna@inbox.com,Agadir,-60652800000
6de39b31-66c4-43cf-9c1d-6c92f87a105b,Omar Bennani,bennani.omar@fastmail.com,Marrakech,123984000000
b86e0479-f7cc-4927-9d09-bf251506aa17,Imane Chaouki,chaouki.imane@hotmail.co.uk,Meknes,-599184000000
c3ffacc7-910b-40bf-97bb-0b63a38472a3,Ali Mahmoudi,mahmoudi.ali@pm.me,Boujdour,600998400000
06347bc7-fe3e-4926-bdae-5b174ff01880,Malika Khalfi,khalfi.malika@aol.com,Settat,885168000000
0af30932-784f-463f-ac17-becaea6d1202,Abderrahmane Kouhen,kouhen.abderrahmane@aol.com,Ouarzazate,643334400000
7ea0dbbb-af0a-443a-8131-4061e6ade7a9,Leila Hadda,hadda.leila@btinternet.com,Sefrou,537580800000
d9bfb506-3761-48e1-93e6-10b539285834,Anas Ziani,ziani.anas@yandex.com,Guelmim,340070400000
7313acd6-89d7-40f2-8d42-c073d113df7d,Meryem Essalhi,essalhi.meryem@outlook.com,Sidi Kacem,184723200000
611dc6da-3c8a-48c0-a37d-9968e1fc018b,Abdelkader Jaafari,jaafari.abdelkader@btinternet.com,Tetouan,-788140800000
6251edc3-2632-4da2-a284-eb75e1e2612c,Khalil Bousfiha,bousfiha.khalil@verizon.net,Rabat,1051920000000
ce432a75-a32d-4791-89ef-e3505abd1bae,Farah Essafi,essafi.farah@verizon.net,Casablanca,-591321600000
d37dfd98-55f0-4e4b-938a-2af1921d8972,Hajar Fassi,fassi.hajar@aol.com,Ifrane,-760665600000
b044482d-36a3-48d8-b066-e61267a8b805,Hakim Bourkadi,bourkadi.hakim@btinternet.com,Kenitra,-577584000000
6d51768d-e63e-4598-bd7a-a945ded3cd82,Said Bourkadi,bourkadi.said@qq.com,Mohammedia,95385600000
0c4fef76-6530-4b93-8d67-eb0f7b22749c,El Mehdi Mahmoudi,mahmoudi.el.mehdi@aol.com,Errachidia,751075200000
bcfa2df3-d1c5-42f6-812e-b040814653d0,Safae Sadik,sadik.safae@att.net,Al Hoceima,371001600000
0870f1f9-fa03-420f-b675-8ddee8de6e7e,Hajar Berkani,berkani.hajar@mac.com,Taroudant,534988800000
476f3ac6-fe1e-46b5-8d7e-9b203769d768,Ghita Rachidi,rachidi.ghita@comcast.net,Sidi Kacem,223862400000
a6ae3427-8f7e-478a-903c-7e53a187926c,Safae Outaleb,outaleb.safae@icloud.com,Tetouan,-774057600000
df050865-e2ee-4bc7-a2ba-7aaa9b55af6e,Rajae Idrissi,idrissi.rajae@fastmail.com,Safi,709603200000
0044587e-635b-46cb-8708-7f64a1099300,Rajae Sbai,sbai.rajae@icloud.com,Ifrane,-188611200000
00ae55b1-96a4-493d-aa15-2de338e78ebc,Sanaa Sekkat,sekkat.sanaa@outlook.com,Ouazzane,-163814400000
7b8b9458-58fe-467a-a5ad-089672bacb2d,Soufiane Outaleb,outaleb.soufiane@icloud.com,Larache,-373420800000
a548bf7f-6541-4573-a7d0-598818a058ab,Hajar Sbai,sbai.hajar@yahoo.com,Rabat,641347200000
6e163d89-ba3d-4352-a8b5-741005e8a0c9,Yasmina Belhaj,belhaj.yasmina@protonmail.com,Kenitra,355622400000
e2813c0f-ed6d-4730-af30-9b2c615a4916,Salma Khalfi,khalfi.salma@protonmail.com,Errachidia,997660800000
93b22648-fd4f-471d-bc79-d8982b378e03,Farah Bousfiha,bousfiha.farah@yahoo.com,Taroudant,364348800000
cbbccc2e-1c2e-47cd-b3ec-0fe84ff2c2cf,Farah Rachidi,rachidi.farah@btinternet.com,Midelt,855273600000
b7e33206-ea0b-47ee-b9b0-712ffb5436f5,Mariam Bourkadi,bourkadi.mariam@icloud.com,Nador,704851200000
0364b84f-d4ad-4596-ad31-5d71b92f7a25,Rachid Bouazza,bouazza.rachid@zoho.com,Boujdour,1148947200000
59cd3282-c2df-4e5c-a989-55a81b276810,Aziz Hadda,hadda.aziz@me.com,Salé,-20044800000
a8468aeb-8dc3-485d-8c30-7eb6e1c76b6b,Ali Berkani,berkani.ali@yahoo.com,Al Hoceima,-403920000000
87219349-d60c-4ebc-9284-cce45c69d853,Malika Alaoui,alaoui.malika@tutanota.com,Rabat,385689600000
78c85c11-4606-4cee-8501-d599ac578c49,Soukaina Sbai,sbai.soukaina@icloud.com,Taroudant,-173750400000
72364a90-840f-461a-b441-5f5fb4a9276e,Abdelilah Bahmad,bahmad.abdelilah@aol.com,Ifrane,-307497600000
cb26b13c-a458-4a42-ad51-b30391d9ee14,Aya Outaleb,outaleb.aya@comcast.net,Fes,426297600000
724b2e21-9848-4259-8603-05ea59293429,Reda Essalhi,essalhi.reda@verizon.net,Casablanca,883353600000
df0b7443-6e3d-4940-8af9-abf04bf92208,Aziz Essalhi,essalhi.aziz@hotmail.com,Agadir,74304000000
74ba6e3e-b94d-427f-b341-dbe938b75d5b,Ayoub Idrissi,idrissi.ayoub@mac.com,Fes,105580800000
afba6234-2f20-4b64-8389-bc790bbb6472,Nour Boujemaa,boujemaa.nour@outlook.com,Kenitra,-788572800000
f09dcdc7-89be-4764-ab82-ec7408d91e23,Jamal Essafi,essafi.jamal@hotmail.co.uk,Berkane,1004227200000
7ecaa3f7-fe82-489f-a2a0-ae05790299d0,Ayoub Belhaj,belhaj.ayoub@icloud.com,Safi,-219542400000
bf992161-6257-4c98-9d61-5bd73576ff86,Ismail Chaouki,chaouki.ismail@gmx.com,Taroudant,315446400000
f6707636-0884-46ad-a717-d5189126b787,Soukaina Berkani,berkani.soukaina@hotmail.com,Tangier,-276480000000
282ee4d2-71eb-4005-81eb-ea8ef69aceae,Nour Bouraoui,bouraoui.nour@tutanota.com,Larache,676684800000
6bf38b9e-9cd9-4d4a-896c-7759468a3032,Aya Sbai,sbai.aya@live.com,Ksar El Kebir,-584668800000
ae81efc4-b21f-4a53-b4b1-ec57556e3bf6,Hajar Bennani,bennani.hajar@fastmail.com,Chefchaouen,113529600000
dabd4f95-578c-4f4f-8d28-ba575427f8e6,Mouad Essafi,essafi.mouad@aol.com,Khouribga,800841600000
7776fb89-d8d8-41c0-b021-458119f21bc8,Rania Bouraoui,bouraoui.rania@zoho.com,Tangier,-656380800000
64da883e-5938-4418-88c5-bb1554e22a33,Meryem Outaleb,outaleb.meryem@hotmail.com,Essaouira,470102400000
8c2792ba-5c9f-4967-97ce-0bdbaa896f0d,Hassan Chaouki,chaouki.hassan@yandex.com,Salé,289872000000
25c03954-83a0-4625-b480-5083eaf9f9f8,Soufiane Boujemaa,boujemaa.soufiane@pm.me,Rabat,-653443200000
def46141-5882-44d7-9489-6ecffada4e2d,Ahmed Lamrabet,lamrabet.ahmed@hotmail.com,Ifrane,518659200000
d0089577-9311-4780-8a55-fb9985fc5b6f,Malika Boujemaa,boujemaa.malika@fastmail.com,Ouazzane,315619200000
014cb656-0536-49f3-8fb5-de9b6fb4f2cc,Khadija Outaleb,outaleb.khadija@gmx.com,Agadir,1118534400000
93885e25-4d76-4cb2-8281-f57f418182e9,Abdelkader Belhaj,belhaj.abdelkader@icloud.com,Kenitra,-603244800000
f5d154d4-0cc0-4436-b277-bd9827ed0c12,Imane Sadik,sadik.imane@outlook.com,Guelmim,923011200000
c1db5209-34fe-49b5-ad88-ebc5788f198f,Mariam Chami,chami.mariam@hotmail.com,Fes,1046304000000
12a6d701-17ef-4fef-a532-3dc58309b8fd,Abderrahmane Sbai,sbai.abderrahmane@tutanota.com,Marrakech,119491200000
8f568380-3441-4dfe-9917-0a306e57bb79,Soufiane Ghallab,ghallab.soufiane@hotmail.co.uk,Berkane,-530928000000
d4bd2ea3-c4e3-4088-b342-4c4922202dce,Omar Belhaj,belhaj.omar@protonmail.com,Khouribga,-188784000000
5262b564-b396-4fb4-b129-9cbc6db05e90,Said Faris,faris.said@pm.me,Oujda,306633600000
4ddf2e41-d26f-4803-9c63-649222e114bd,Ouail Ziani,ziani.ouail@me.com,Salé,-795312000000
c98cd6d6-8f71-42c2-a180-79d0a9139e8d,Ayoub Boujemaa,boujemaa.ayoub@comcast.net,Essaouira,532310400000
1f22500a-3e15-47c4-9f1e-ef87b32971a9,Jamal Fassi,fassi.jamal@icloud.com,Ouarzazate,227491200000
673b5c42-3fc8-4b1e-a93f-e466209d8175,Zakaria Chami,chami.zakaria@me.com,Taroudant,719107200000
9b2ed310-76cf-41d4-bdff-50de7129c76d,Salim Berkani,berkani.salim@yandex.com,Taza,-281836800000
52f3f53b-2bc1-4e34-b3b5-55a00772f7ae,Abderrahmane Zerouali,zerouali.abderrahmane@btinternet.com,Berkane,-455068800000
87195bf0-8056-4243-b748-87617c660445,Sanaa Ziani,ziani.sanaa@verizon.net,Chefchaouen,935280000000
1111b5f7-cd33-4a95-9e59-e2d26eae7cd0,Siham Bouraoui,bouraoui.siham@tutanota.com,Berkane,-792115200000
a52441b0-7afa-461c-8429-ba591dc1cd6b,Wafae Essafi,essafi.wafae@live.com,Ksar El Kebir,-182908800000
045ee358-15a0-4311-8e18-e3deea818989,Abdelkader Tazi,tazi.abdelkader@gmx.com,Guelmim,745977600000
da8636d4-a2c3-4e96-8bbf-56bf85d1c5ca,Malika Bourkadi,bourkadi.malika@icloud.com,Chefchaouen,399254400000
667d59b7-9011-4077-b520-1d504150087c,Samira Akhannouch,akhannouch.samira@yahoo.co.uk,Essaouira,-824256000000
0e1f7ccd-19e0-45e6-bd0b-227705bdf0f8,Khalil El Mokhtar,el.mokhtar.khalil@yandex.com,Casablanca,-154656000000
18247d47-4955-4ad5-94b9-04c170d35a6e,Sanaa Ghallab,ghallab.sanaa@comcast.net,Marrakech,-576720000000
a6f82da6-e865-49df-a2c4-ac1ae20e618f,Zakaria Belhaj,belhaj.zakaria@hotmail.com,Marrakech,229392000000
47d4ca18-1553-4cdb-8386-4b4c97352396,Yasmina Sekkat,sekkat.yasmina@mac.com,Ouarzazate,-5011200000
991f007f-5764-43e3-a38f-d3425d8112b8,Amal Idrissi,idrissi.amal@icloud.com,Errachidia,-202003200000
41657b25-af79-47c4-91f9-ed00215f1739,Omar Kouhen,kouhen.omar@fastmail.com,Tetouan,514425600000
08f2c961-8973-422d-aa81-eabe96536ba1,Samir Khalfi,khalfi.samir@mail.com,Tetouan,524793600000
cf22802b-6026-4953-95c7-f68766e95c47,Soukaina Lamrabet,lamrabet.soukaina@tutanota.com,Taza,-550627200000
f87aad4f-5c5d-4e1b-921b-3eb8d9d4ff30,Sanaa Outaleb,outaleb.sanaa@icloud.com,Ifrane,-57196800000
14dcbb9d-0f72-43b8-a531-b7b1c5991549,Meryem Essalhi,essalhi.meryem@pm.me,Dakhla,-436924800000
7641c03d-0817-496d-8767-72cc31ce1cb4,Mustapha Chami,chami.mustapha@yandex.com,Ksar El Kebir,392428800000
adf9cc5a-d51b-4b36-83f7-8dbbda0ce223,Hamza Sadik,sadik.hamza@live.com,El Jadida,676339200000
a2917b72-d464-440d-951d-1e369bb6dd0d,Samira El Amrani,el.amrani.samira@gmail.com,Salé,67996800000
96e30ba4-a8f8-4638-acfd-255060bfe075,Mohamed El Idrissi,el.idrissi.mohamed@protonmail.com,Ksar El Kebir,245289600000
afc9a860-dad6-471c-aa7a-3d680dc0681b,Ilyas Hadda,hadda.ilyas@hotmail.com,Tangier,636508800000
1c4c34a5-91ac-4833-84f5-59314eccb6db,Jamal Essafi,essafi.jamal@att.net,Taza,280627200000
701f9c50-fdda-4498-9f14-8aabec30b995,Omar Faris,faris.omar@yandex.com,Sidi Kacem,879724800000
ac49abfc-34cc-4a50-b132-f7bf39c75504,Nour Zerouali,zerouali.nour@btinternet.com,Safi,880156800000
2ddd2071-4eb3-49b2-8d2f-b534531aac11,Rachid Idrissi,idrissi.rachid@gmx.com,Essaouira,-711504000000
49628469-c117-4af4-8774-ec9e882a552f,Siham Jaafari,jaafari.siham@icloud.com,Marrakech,-586656000000
547c1510-a82b-466d-a941-78502803efad,Rania El Idrissi,el.idrissi.rania@yahoo.com,Ifrane,778896000000
441eb585-d4a2-43b7-9e92-8b875b5f0e2e,Abdelkader Chami,chami.abdelkader@yahoo.com,Taza,850780800000
84b677b1-45f9-4c89-8bd2-c250cf246e86,Karim Rachidi,rachidi.karim@hotmail.com,Dakhla,-580694400000
3ee39222-8f5c-42cc-8108-c1390b3f69a7,Idriss Sekkat,sekkat.idriss@comcast.net,Mohammedia,26265600000
bf9d6a10-3e63-4e69-b459-642fe2fc55ad,Hanane Lamrabet,lamrabet.hanane@qq.com,Beni Mellal,-456019200000
db16a5f5-ae39-4ced-af72-de1a480627ab,Houda Sekkat,sekkat.houda@pm.me,Sefrou,644284800000
4cc4a2f9-4cb5-4ed0-a331-d945643a1164,Aziz Bouraoui,bouraoui.aziz@mac.com,Boujdour,600480000000
2345e217-ac3f-494a-8c1f-f4dd6aa6fddf,Ali Bourkadi,bourkadi.ali@gmail.com,Larache,-530582400000
501e87b9-db81-4daf-b2eb-f343052986ef,Ali Chami,chami.ali@zoho.com,Azrou,1045872000000
8ac44285-a285-425e-9123-42e2d42bd0c7,Abdelkader Bahmad,bahmad.abdelkader@yahoo.co.uk,Errachidia,-741571200000
3c896578-7067-49a6-96ca-296a835172b6,Amal Mahmoudi,mahmoudi.amal@hotmail.co.uk,Taroudant,853718400000
1323fc83-9a0e-4ab5-9532-96e2504290ae,Wafae El Amrani,el.amrani.wafae@yahoo.com,Chefchaouen,562636800000
248c4d6f-3748-45f8-8f6e-9eb3d0a1edd4,Souad Faris,faris.souad@yahoo.co.uk,Ksar El Kebir,279590400000
f51a6a53-3fc6-46ae-be94-1d68be1be5fc,Amal Bouazza,bouazza.amal@tutanota.com,Taza,491529600000
b001c1f9-fa31-477b-8f4e-1667e8e31a4c,Youssef Essalhi,essalhi.youssef@yahoo.com,Safi,10368000000
39b1a865-d7fd-4430-bcb3-f2a9ab16b682,Noureddine El Mokhtar,el.mokhtar.noureddine@yandex.com,Midelt,-569289600000
8871235d-e076-44d5-9a5f-866da65ab3a9,Noureddine Tazi,tazi.noureddine@yahoo.co.uk,Rabat,-312422400000
6dcbd004-1310-4865-b99c-77debb613f91,Brahim Essalhi,essalhi.brahim@yandex.com,Nador,-102211200000
1d63bb21-8311-40c9-8fea-a65c3b6753be,Tariq El Khouli,el.khouli.tariq@protonmail.com,Taza,414201600000
8be51664-c961-467d-839d-cbf07661f5d4,Khalil Ziani,ziani.khalil@yandex.com,Azrou,932774400000
009f38b4-6c7a-4ab4-b41a-e0a4a4db0dc8,Loubna Laamiri,laamiri.loubna@tutanota.com,Taza,603936000000
56cfd896-be96-4462-b263-30054f9d5b83,Rachid Alaoui,alaoui.rachid@btinternet.com,Taroudant,-546220800000
be35a1e0-73b7-4082-b4a9-f5a8e2c15b9d,Aziz Ghallab,ghallab.aziz@zoho.com,El Jadida,854409600000
66757413-c1fb-49ae-8ea1-d47934b88b9d,Ilyas Khalfi,khalfi.ilyas@qq.com,Midelt,223603200000
781d8a20-74e9-4c5c-aaa6-7677a2cd0906,Aziz Khalfi,khalfi.aziz@mail.com,Tangier,54864000000
61cade46-6061-4e94-b532-03dcef3f55b5,Imane Essalhi,essalhi.imane@tutanota.com,Laayoune,392515200000
d56a2e30-b6cc-4b19-9930-758ed459ffc9,Abderrahmane Ghallab,ghallab.abderrahmane@att.net,Casablanca,1011225600000
16140a9b-346b-4637-a40c-5437c0ee3a70,Khalil Ghallab,ghallab.khalil@yahoo.com,Ouarzazate,1006560000000
8072d1fc-50ad-4640-8205-fc83eef185ce,Najwa Akhannouch,akhannouch.najwa@comcast.net,Tetouan,741830400000
e5035efa-7a48-4f64-be46-1016a4339448,Meryem Bouazza,bouazza.meryem@verizon.net,Rabat,1085702400000
0b85ded9-9167-4731-8be9-f4e95dfa2adc,Zakaria Jaafari,jaafari.zakaria@mail.com,Ksar El Kebir,897177600000
cc52cba4-4ecf-46ab-bf9d-48ab5ebec3f3,Idriss Lamrabet,lamrabet.idriss@gmail.com,Taza,-356054400000
55c8ab29-c4da-4b79-a138-38858281dae8,Malika Ghallab,ghallab.malika@pm.me,Boujdour,921196800000
88753395-19d9-4796-84e9-7efacc97835e,Anas El Mokhtar,el.mokhtar.anas@icloud.com,Taza,805593600000
5fc8ce00-0f9d-41b6-a37c-d5d6d8410920,Rachid Outaleb,outaleb.rachid@yahoo.co.uk,Meknes,-51580800000
36fac96c-0a68-49e3-bd8f-93bcae255d43,Loubna El Khouli,el.khouli.loubna@yahoo.co.uk,Dakhla,111024000000
6973d11f-0c22-4515-a5d7-2ecc6b5a36ea,Ismail Chami,chami.ismail@btinternet.com,Sidi Kacem,-738115200000
fd1028b0-9639-49d6-ae4e-a588c1d6b07f,Nisrine El Mokhtar,el.mokhtar.nisrine@hotmail.com,Beni Mellal,343872000000
02a60f0e-dfed-40c2-8932-4cd4e8d30f55,Brahim Khalfi,khalfi.brahim@fastmail.com,Beni Mellal,743472000000
8ab81925-f76c-45db-b6c1-5e310790e6d0,Abderrahmane Haddadi,haddadi.abderrahmane@zoho.com,El Jadida,48297600000
fa966b7f-91eb-4997-b544-3f13517c239e,Zakaria Alaoui,alaoui.zakaria@outlook.com,Tangier,-226454400000
2fb268b0-ae1c-4ae0-9389-54668f76a8fb,Leila El Idrissi,el.idrissi.leila@mail.com,Tetouan,101779200000
b9d8a52a-220d-4474-a222-b12683303497,Hamza Jaafari,jaafari.hamza@gmx.com,Mohammedia,643334400000
499230df-e73a-432f-b8f1-ee2820ee03d1,Jamal Sadik,sadik.jamal@mac.com,Laayoune,-414460800000
b910971e-9fc5-4d3e-8689-66daf65874f8,Salma Hadda,hadda.salma@fastmail.com,Ouazzane,-821664000000
11381fbb-fb53-48a8-a4b1-0a8a7d57d42d,El Mehdi Mahmoudi,mahmoudi.el.mehdi@yahoo.co.uk,Oujda,702345600000
9f80cf11-9b40-45be-86dd-801d54225844,Soukaina Berkani,berkani.soukaina@live.com,Taza,-175651200000
ff35b19a-87f1-4048-89f2-1024803ccb82,Ilham Sbai,sbai.ilham@zoho.com,Ouazzane,614476800000
4d283a01-bc48-48c0-afda-b95f4e46b095,Farah Hadda,hadda.farah@pm.me,Al Hoceima,247104000000
5a5b2c1c-2810-4222-a230-10a57827b263,Imane Mazouz,mazouz.imane@outlook.com,Ouarzazate,1089072000000
711ab74b-c155-41a0-a3d0-27d2ccb52546,Fatima El Mernissi,el.mernissi.fatima@yahoo.com,Fes,-249782400000
72341954-2553-446a-8ddd-f93edac5666a,Samira Belhaj,belhaj.samira@inbox.com,Boujdour,199929600000
ebc3c104-c239-4ebd-83b3-ba5d138dbed0,Jamal Hadda,hadda.jamal@yandex.com,Chefchaouen,981417600000
7053e8e7-0e74-4d88-a701-a6005030f7ee,Hakim Alaoui,alaoui.hakim@zoho.com,Tetouan,-446774400000
e4e97979-636f-4fff-b2eb-66c45db2b2a5,Sara Hadda,hadda.sara@zoho.com,Errachidia,203558400000
a6b24994-de4d-499d-9b43-424f04e5cfc8,Latifa Lamrabet,lamrabet.latifa@gmail.com,Beni Mellal,-685929600000
6acd198d-9412-424f-b514-6e6b7841da82,Zineb Essalhi,essalhi.zineb@yahoo.com,Oujda,498960000000
036a0576-e17a-4997-a9a4-9a1aeb3ec816,Sara Faris,faris.sara@aol.com,Essaouira,233971200000
e4885867-8206-4b71-a263-a7499caff344,Karim Sbai,sbai.karim@me.com,Sidi Kacem,1049328000000
1b0fe4c2-6b95-4a0d-9247-8bfd862a8885,Reda Tazi,tazi.reda@aol.com,Khouribga,-459993600000
332b4050-07ea-4b8e-a9cd-e4752acccd25,Safae Idrissi,idrissi.safae@hotmail.co.uk,Casablanca,608515200000
62d7d1bd-160b-4c57-893a-e9b8ad0477c8,Mustapha Lamrabet,lamrabet.mustapha@zoho.com,Fes,-735177600000
994cbeb3-8942-4009-9e55-f2487e464ab0,Ali Mazouz,mazouz.ali@mac.com,Sidi Kacem,383270400000
fc2bfbfd-556c-4bdc-81e8-b654932ba7dc,Amal El Mokhtar,el.mokhtar.amal@btinternet.com,Taroudant,573696000000
464dc638-8cf5-4215-ad80-3415f00a11b2,El Mehdi Faris,faris.el.mehdi@gmail.com,Kenitra,-175478400000
5ddcf465-e03c-4efb-bb3b-f3d40c19c11d,Sara Bouazza,bouazza.sara@hotmail.co.uk,Oujda,51753600000
fd4f39a7-3f2f-47b2-9e33-5aad868f7c63,Mohamed Maazouzi,maazouzi.mohamed@live.com,Tangier,-789609600000
7b31685f-c62b-4acf-b6df-0e8406db4fa2,Khalil Essalhi,essalhi.khalil@gmail.com,Azrou,-812505600000
b7ef38d0-9cc9-4f97-8417-1a6720d8ec21,Rajae Idrissi,idrissi.rajae@gmx.com,Midelt,-333331200000
fb2dd1fb-5844-4bcb-9bbe-6a00d989d254,Ahmed Hadda,hadda.ahmed@btinternet.com,Berkane,463104000000
79822f18-caad-4036-9407-ab9611b2e5e2,Rania El Mernissi,el.mernissi.rania@tutanota.com,Oujda,-639273600000
d98b331b-04d9-4d40-9d19-d607d4b7425f,Ismail Rachidi,rachidi.ismail@icloud.com,Mohammedia,-313632000000
